fighter_name,fighter_url,height_raw,weight_raw,reach_raw,stance_raw,date_of_birth,height_in,weight_lbs,reach_in,stance
Patrick Smith,http://ufcstats.com/fighter-details/46c8ec317aff28ac,"6' 2""",225 lbs.,--,Orthodox,1963-08-28,74.0,225.0,,Orthodox
Patrick Walsh,http://ufcstats.com/fighter-details/b4c96c3d9139bf0e,"5' 11""",185 lbs.,--,,1988-11-28,71.0,185.0,,
Patrick Williams,http://ufcstats.com/fighter-details/39330403ad27c2bb,"5' 8""",135 lbs.,"73""",Orthodox,1981-09-07,68.0,135.0,73.0,Orthodox
Paul Bradley,http://ufcstats.com/fighter-details/c7011de4765d2497,"5' 9""",170 lbs.,--,Orthodox,1983-06-13,69.0,170.0,,Orthodox
Paul Buentello,http://ufcstats.com/fighter-details/f0abbb6f3444dae7,"6' 2""",245 lbs.,"77""",Orthodox,1974-01-16,74.0,245.0,77.0,Orthodox
Paul Craig,http://ufcstats.com/fighter-details/eabf206b162b3b83,"6' 3""",205 lbs.,"76""",Orthodox,1987-11-27,75.0,205.0,76.0,Orthodox
Paul Creighton,http://ufcstats.com/fighter-details/ed73c85164a5f5a4,"5' 6""",155 lbs.,--,Southpaw,1970-06-04,66.0,155.0,,Southpaw
Paul Daley,http://ufcstats.com/fighter-details/23725c826c481e7f,"5' 9""",170 lbs.,"76""",Orthodox,1983-02-21,69.0,170.0,76.0,Orthodox
Paul Felder,http://ufcstats.com/fighter-details/e5010b1b94ca5755,"5' 11""",155 lbs.,"70""",Orthodox,1984-04-25,71.0,155.0,70.0,Orthodox
Paul Georgieff,http://ufcstats.com/fighter-details/2f1700b3a4a09bc7,"6' 2""",170 lbs.,--,Orthodox,1982-09-22,74.0,170.0,,Orthodox
Paul Herrera,http://ufcstats.com/fighter-details/440c9dbab63528fb,"5' 10""",185 lbs.,--,Orthodox,1964-02-21,70.0,185.0,,Orthodox
Paul Jones,http://ufcstats.com/fighter-details/f341f9551ba744e2,"5' 9""",199 lbs.,--,Orthodox,1963-06-16,69.0,199.0,,Orthodox
Paul Kelly,http://ufcstats.com/fighter-details/aac5ac38148f0528,"5' 9""",155 lbs.,"70""",Orthodox,1984-09-12,69.0,155.0,70.0,Orthodox
Paul Redmond,http://ufcstats.com/fighter-details/3f56b99447f00607,"5' 10""",145 lbs.,--,Orthodox,1986-10-20,70.0,145.0,,Orthodox
Paul Rodriguez,http://ufcstats.com/fighter-details/26eddcda9d6b2ffe,"5' 7""",155 lbs.,--,Orthodox,1975-05-18,67.0,155.0,,Orthodox
Paul Sass,http://ufcstats.com/fighter-details/7b143a54451263d9,"6' 0""",155 lbs.,"73""",Orthodox,1988-08-04,72.0,155.0,73.0,Orthodox
Paul Taylor,http://ufcstats.com/fighter-details/9b74de674c355425,"6' 0""",155 lbs.,"72""",Orthodox,1979-12-15,72.0,155.0,72.0,Orthodox
Paul Varelans,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9,"6' 8""",300 lbs.,--,Orthodox,1969-09-17,80.0,300.0,,Orthodox
Paulo Costa,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,"6' 1""",205 lbs.,"72""",Orthodox,1991-04-21,73.0,205.0,72.0,Orthodox
Paulo Santos,http://ufcstats.com/fighter-details/7ca4c3f8aa8bacae,--,--,--,,,,,,
Paulo Thiago,http://ufcstats.com/fighter-details/30a09e43f15f1d75,"5' 11""",170 lbs.,"74""",Orthodox,1981-01-25,71.0,170.0,74.0,Orthodox
Pawel Pawlak,http://ufcstats.com/fighter-details/9310418684bc896f,"6' 0""",170 lbs.,"73""",Orthodox,1989-02-08,72.0,170.0,73.0,Orthodox
Payton Talbott,http://ufcstats.com/fighter-details/6e743a33d56bdaa4,"5' 10""",135 lbs.,"70""",Switch,1998-09-09,70.0,135.0,70.0,Switch
Pearl Gonzalez,http://ufcstats.com/fighter-details/1ebdcb7488d0ebee,"5' 4""",115 lbs.,--,Orthodox,1986-08-12,64.0,115.0,,Orthodox
Pedro Falcao,http://ufcstats.com/fighter-details/f7be1db194e03d7e,"5' 6""",135 lbs.,"66""",Orthodox,1992-07-30,66.0,135.0,66.0,Orthodox
Pedro Munhoz,http://ufcstats.com/fighter-details/6bd02119599741a4,"5' 6""",135 lbs.,"65""",Orthodox,1986-09-07,66.0,135.0,65.0,Orthodox
Pedro Nobre,http://ufcstats.com/fighter-details/e983c62faf677ab2,"5' 5""",135 lbs.,--,,1986-02-13,65.0,135.0,,
Pedro Rizzo,http://ufcstats.com/fighter-details/b44f39a5c6596953,"6' 1""",241 lbs.,--,Orthodox,1974-05-03,73.0,241.0,,Orthodox
Peggy Morgan,http://ufcstats.com/fighter-details/92b36014314b028b,"6' 1""",135 lbs.,--,,1979-12-16,73.0,135.0,,
Per Eklund,http://ufcstats.com/fighter-details/58bc81376286b3d3,"5' 10""",155 lbs.,"72""",Orthodox,1980-11-12,70.0,155.0,72.0,Orthodox
Pete Rodriguez,http://ufcstats.com/fighter-details/776d4262c4da38bf,"5' 9""",170 lbs.,"71""",Switch,1996-11-13,69.0,170.0,71.0,Switch
Pete Sell,http://ufcstats.com/fighter-details/0359313549d230a1,"5' 11""",170 lbs.,"75""",Orthodox,1982-08-05,71.0,170.0,75.0,Orthodox
Pete Spratt,http://ufcstats.com/fighter-details/c3ea8deeba00462b,"5' 9""",170 lbs.,--,Orthodox,1971-01-09,69.0,170.0,,Orthodox
Pete Williams,http://ufcstats.com/fighter-details/6291ac0a3726732f,"6' 3""",235 lbs.,--,Orthodox,1975-07-10,75.0,235.0,,Orthodox
Peter Barrett,http://ufcstats.com/fighter-details/d21113c9ff3788ae,"5' 10""",145 lbs.,"73""",Southpaw,1986-08-10,70.0,145.0,73.0,Southpaw
Peter Sobotta,http://ufcstats.com/fighter-details/1fcfc3709fe58151,"6' 0""",170 lbs.,"75""",Southpaw,1987-01-11,72.0,170.0,75.0,Southpaw
Petr Yan,http://ufcstats.com/fighter-details/d661ce4da776fc20,"5' 7""",135 lbs.,"67""",Switch,1993-02-11,67.0,135.0,67.0,Switch
Phil Baroni,http://ufcstats.com/fighter-details/1652f3213655b935,"5' 9""",170 lbs.,"72""",Orthodox,1976-04-16,69.0,170.0,72.0,Orthodox
Phil Davis,http://ufcstats.com/fighter-details/902ab9197b83d0db,"6' 2""",205 lbs.,"79""",Orthodox,1984-09-25,74.0,205.0,79.0,Orthodox
Phil Harris,http://ufcstats.com/fighter-details/ba043b03eb799063,"5' 4""",125 lbs.,"65""",Orthodox,1983-09-04,64.0,125.0,65.0,Orthodox
Phil Hawes,http://ufcstats.com/fighter-details/547afe1017e72dbe,"6' 0""",185 lbs.,"77""",Orthodox,1989-01-08,72.0,185.0,77.0,Orthodox
Phil Johns,http://ufcstats.com/fighter-details/a8fa0c4e95512806,"5' 2""",170 lbs.,--,Southpaw,1968-10-22,62.0,170.0,,Southpaw
Phil Rowe,http://ufcstats.com/fighter-details/8e382b585a92affe,"6' 3""",170 lbs.,"80""",Orthodox,1990-07-18,75.0,170.0,80.0,Orthodox
Philip De Fries,http://ufcstats.com/fighter-details/6ef65b6a152e49d5,"6' 5""",250 lbs.,"79""",Orthodox,1986-04-21,77.0,250.0,79.0,Orthodox
Philipe Lins,http://ufcstats.com/fighter-details/53c943c873cffe90,"6' 2""",205 lbs.,"78""",Orthodox,1985-08-17,74.0,205.0,78.0,Orthodox
Phillip Miller,http://ufcstats.com/fighter-details/18aecaf50f52e4c3,"5' 11""",185 lbs.,--,Orthodox,1979-02-20,71.0,185.0,,Orthodox
Phillipe Nover,http://ufcstats.com/fighter-details/64360e618823a8e4,"5' 9""",145 lbs.,"72""",Orthodox,1984-02-03,69.0,145.0,72.0,Orthodox
Piera Rodriguez,http://ufcstats.com/fighter-details/e375cb5caf4717b6,"5' 3""",115 lbs.,"63""",Orthodox,1992-11-11,63.0,115.0,63.0,Orthodox
Pingyuan Liu,http://ufcstats.com/fighter-details/31bbd39c0a075d4e,"5' 6""",135 lbs.,"72""",Orthodox,1993-02-13,66.0,135.0,72.0,Orthodox
Piotr Hallmann,http://ufcstats.com/fighter-details/a3be148af5c7b088,"5' 9""",155 lbs.,"71""",Orthodox,1987-08-25,69.0,155.0,71.0,Orthodox
Poliana Botelho,http://ufcstats.com/fighter-details/5c126c6aac3ef364,"5' 8""",125 lbs.,"67""",Orthodox,1988-12-15,68.0,125.0,67.0,Orthodox
Polyana Viana,http://ufcstats.com/fighter-details/9673a497a9da119a,"5' 5""",115 lbs.,"67""",Orthodox,1992-06-14,65.0,115.0,67.0,Orthodox
Preston Parsons,http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0,"5' 11""",170 lbs.,"71""",Orthodox,1995-07-15,71.0,170.0,71.0,Orthodox
Priscila Cachoeira,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,"5' 7""",135 lbs.,"65""",Orthodox,1988-08-19,67.0,135.0,65.0,Orthodox
Puja Tomar,http://ufcstats.com/fighter-details/19f8a2f6eecd92ac,"5' 4""",115 lbs.,"59""",Southpaw,1993-12-05,64.0,115.0,59.0,Southpaw
Punahele Soriano,http://ufcstats.com/fighter-details/64facb6cc564262d,"5' 11""",170 lbs.,"72""",Southpaw,1992-11-22,71.0,170.0,72.0,Southpaw
Quang Le,http://ufcstats.com/fighter-details/32feae6d9a1e5047,"5' 7""",135 lbs.,"70""",Orthodox,1991-10-18,67.0,135.0,70.0,Orthodox
Quillan Salkilld,http://ufcstats.com/fighter-details/17734443a833cdf7,"6' 0""",155 lbs.,"75""",Orthodox,1999-12-28,72.0,155.0,75.0,Orthodox
Quinn Mulhern,http://ufcstats.com/fighter-details/16af2d5a6f28bee2,"6' 3""",155 lbs.,--,Orthodox,1984-09-20,75.0,155.0,,Orthodox
Quinton Jackson,http://ufcstats.com/fighter-details/ffc088e64fab57e9,"6' 1""",205 lbs.,"73""",Orthodox,1978-06-20,73.0,205.0,73.0,Orthodox
Rachael Ostovich,http://ufcstats.com/fighter-details/01784fbc27c68b14,"5' 3""",125 lbs.,"62""",Orthodox,1991-02-25,63.0,125.0,62.0,Orthodox
Rafa Garcia,http://ufcstats.com/fighter-details/e132d47bd9efbbe0,"5' 7""",155 lbs.,"70""",Orthodox,1994-08-05,67.0,155.0,70.0,Orthodox
Rafael Alves,http://ufcstats.com/fighter-details/029afd138865d20a,"5' 8""",155 lbs.,"68""",Orthodox,1990-11-14,68.0,155.0,68.0,Orthodox
Rafael Carino,http://ufcstats.com/fighter-details/08a7080ff5904661,"6' 8""",245 lbs.,--,Orthodox,,80.0,245.0,,Orthodox
Rafael Cavalcante,http://ufcstats.com/fighter-details/5c1ca0c72b599a3c,"6' 1""",205 lbs.,"74""",Orthodox,1980-04-14,73.0,205.0,74.0,Orthodox
Rafael Cerqueira,http://ufcstats.com/fighter-details/09a4447655fd4b7b,"6' 3""",205 lbs.,"76""",Southpaw,1990-03-15,75.0,205.0,76.0,Southpaw
Rafael Dos Anjos,http://ufcstats.com/fighter-details/6a2f7c151031653d,"5' 8""",170 lbs.,"70""",Southpaw,1984-10-26,68.0,170.0,70.0,Southpaw
Rafael Estevam,http://ufcstats.com/fighter-details/83455a9d17f57dae,"5' 8""",135 lbs.,"69""",Orthodox,1996-08-10,68.0,135.0,69.0,Orthodox
Rafael Fiziev,http://ufcstats.com/fighter-details/c814b4c899793af6,"5' 8""",155 lbs.,"71""",Switch,1993-03-05,68.0,155.0,71.0,Switch
Rafael Natal,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0,"6' 0""",185 lbs.,"77""",Orthodox,1982-12-25,72.0,185.0,77.0,Orthodox
Rafael Tobias,http://ufcstats.com/fighter-details/d6a8edb7410223a0,"6' 2""",205 lbs.,"74""",Orthodox,2003-03-20,74.0,205.0,74.0,Orthodox
Rafaello Oliveira,http://ufcstats.com/fighter-details/15b1b21cd743d652,"5' 8""",155 lbs.,"71""",Orthodox,1982-01-26,68.0,155.0,71.0,Orthodox
Rainy Martinez,http://ufcstats.com/fighter-details/577ec7e108b94be3,"6' 0""",199 lbs.,--,Orthodox,,72.0,199.0,,Orthodox
Ramazan Emeev,http://ufcstats.com/fighter-details/abd5fb12437eda21,"5' 10""",170 lbs.,"76""",Southpaw,1987-05-23,70.0,170.0,76.0,Southpaw
Ramazan Temirov,http://ufcstats.com/fighter-details/7d0a1968b38ca439,"5' 4""",125 lbs.,"63""",Orthodox,1997-01-31,64.0,125.0,63.0,Orthodox
Rameau Thierry Sokoudjou,http://ufcstats.com/fighter-details/d1152823307d7e7c,"5' 10""",205 lbs.,"78""",Orthodox,1984-04-18,70.0,205.0,78.0,Orthodox
Ramiro Hernandez,http://ufcstats.com/fighter-details/915c8d39d4a0e7d1,"5' 9""",135 lbs.,--,Orthodox,1986-07-22,69.0,135.0,,Orthodox
Ramiz Brahimaj,http://ufcstats.com/fighter-details/3d074044a33825e7,"5' 10""",170 lbs.,"72""",Orthodox,1992-11-17,70.0,170.0,72.0,Orthodox
Ramon Taveras,http://ufcstats.com/fighter-details/c5ccd878231c5407,"5' 8""",145 lbs.,"70""",Southpaw,1994-01-09,68.0,145.0,70.0,Southpaw
Ramona Pascual,http://ufcstats.com/fighter-details/3eb4dc9a7d4ac906,"5' 7""",135 lbs.,"66""",Southpaw,1988-09-23,67.0,135.0,66.0,Southpaw
Ramsey Nijem,http://ufcstats.com/fighter-details/22aa91e402d0fe1f,"5' 11""",155 lbs.,"75""",Orthodox,1988-04-01,71.0,155.0,75.0,Orthodox
Randa Markos,http://ufcstats.com/fighter-details/4a57ebb14315b251,"5' 4""",115 lbs.,"63""",Orthodox,1985-08-10,64.0,115.0,63.0,Orthodox
Randy Brown,http://ufcstats.com/fighter-details/c6aee362c7a7d482,"6' 3""",170 lbs.,"78""",Orthodox,1990-07-08,75.0,170.0,78.0,Orthodox
Randy Costa,http://ufcstats.com/fighter-details/325ad0dd9126d3df,"5' 9""",135 lbs.,"73""",Switch,1994-07-06,69.0,135.0,73.0,Switch
Randy Couture,http://ufcstats.com/fighter-details/0aa92558424ced9e,"6' 1""",205 lbs.,"75""",Orthodox,1963-06-22,73.0,205.0,75.0,Orthodox
Rani Yahya,http://ufcstats.com/fighter-details/94527830000ab715,"5' 6""",135 lbs.,"67""",Orthodox,1984-09-12,66.0,135.0,67.0,Orthodox
Raoni Barcelos,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,"5' 7""",135 lbs.,"67""",Orthodox,1987-05-01,67.0,135.0,67.0,Orthodox
Raphael Assuncao,http://ufcstats.com/fighter-details/2f13e4020cea5b38,"5' 5""",135 lbs.,"66""",Orthodox,1982-07-19,65.0,135.0,66.0,Orthodox
Raphael Pessoa,http://ufcstats.com/fighter-details/41f90012b86a11bf,"6' 3""",262 lbs.,"78""",Orthodox,1989-03-09,75.0,262.0,78.0,Orthodox
Raquel Pennington,http://ufcstats.com/fighter-details/fc169c387b4b465d,"5' 7""",135 lbs.,"67""",Orthodox,1988-09-05,67.0,135.0,67.0,Orthodox
Rashad Coulter,http://ufcstats.com/fighter-details/d1528ac5675558b1,"5' 11""",205 lbs.,"76""",Orthodox,1981-11-27,71.0,205.0,76.0,Orthodox
Rashad Evans,http://ufcstats.com/fighter-details/ee779c43a8926d52,"6' 0""",205 lbs.,"75""",Orthodox,1979-09-25,72.0,205.0,75.0,Orthodox
Rashid Magomedov,http://ufcstats.com/fighter-details/7ea1f74cef32f906,"5' 9""",155 lbs.,"70""",Orthodox,1984-11-29,69.0,155.0,70.0,Orthodox
Raul Rosas Jr.,http://ufcstats.com/fighter-details/fe2babf95de24fb1,"5' 9""",135 lbs.,"67""",Switch,2004-10-08,69.0,135.0,67.0,Switch
Raulian Paiva,http://ufcstats.com/fighter-details/82b4e942781b1046,"5' 8""",135 lbs.,"69""",Orthodox,1995-10-17,68.0,135.0,69.0,Orthodox
Ravena Oliveira,http://ufcstats.com/fighter-details/4948e412fa6ab67d,"5' 5""",115 lbs.,"65""",Orthodox,1997-02-20,65.0,115.0,65.0,Orthodox
Ray Borg,http://ufcstats.com/fighter-details/a4de54ea806fb525,"5' 4""",135 lbs.,"63""",Orthodox,1993-08-04,64.0,135.0,63.0,Orthodox
Ray Rodriguez,http://ufcstats.com/fighter-details/90e0985df05e51bc,"5' 7""",135 lbs.,"70""",Orthodox,1987-12-10,67.0,135.0,70.0,Orthodox
Ray Wizard,http://ufcstats.com/fighter-details/ea0ad155451ed1f5,--,--,--,,,,,,
Rayanne dos Santos,http://ufcstats.com/fighter-details/02bb48869eb7ac8f,"5' 2""",115 lbs.,"62""",Orthodox,1995-06-08,62.0,115.0,62.0,Orthodox
Razak Al-Hassan,http://ufcstats.com/fighter-details/38b50fd1e1b5b656,"6' 2""",205 lbs.,--,Orthodox,1982-05-14,74.0,205.0,,Orthodox
Reese Andy,http://ufcstats.com/fighter-details/46e2ca71fd5089cb,"6' 0""",205 lbs.,--,Orthodox,1973-03-31,72.0,205.0,,Orthodox
Regina Tarin,http://ufcstats.com/fighter-details/9f5609dba6584ab2,"5' 7""",135 lbs.,"66""",Southpaw,2004-10-19,67.0,135.0,66.0,Southpaw
Reginaldo Vieira,http://ufcstats.com/fighter-details/f9081770e28ea2e1,"5' 7""",135 lbs.,"65""",Orthodox,1982-11-26,67.0,135.0,65.0,Orthodox
Rei Tsuruya,http://ufcstats.com/fighter-details/2f43a3e82661fa99,"5' 6""",125 lbs.,"68""",Orthodox,2002-06-22,66.0,125.0,68.0,Orthodox
Reinier de Ridder,http://ufcstats.com/fighter-details/d549cefc7c54ab78,"6' 4""",185 lbs.,"78""",Southpaw,1990-09-07,76.0,185.0,78.0,Southpaw
Remco Pardoel,http://ufcstats.com/fighter-details/749685d24e2cac50,"6' 3""",260 lbs.,--,Southpaw,1969-05-23,75.0,260.0,,Southpaw
Renan Barao,http://ufcstats.com/fighter-details/2c99576fefe53c7c,"5' 6""",145 lbs.,"70""",Orthodox,1987-01-31,66.0,145.0,70.0,Orthodox
Renato Moicano,http://ufcstats.com/fighter-details/b6452706b373eea1,"5' 11""",155 lbs.,"72""",Orthodox,1989-05-21,71.0,155.0,72.0,Orthodox
Renato Sobral,http://ufcstats.com/fighter-details/d468288756ae3982,"6' 1""",205 lbs.,"75""",Orthodox,1975-09-07,73.0,205.0,75.0,Orthodox
Renato Verissimo,http://ufcstats.com/fighter-details/c24b1db4b809d41b,"6' 1""",170 lbs.,--,Orthodox,1973-08-03,73.0,170.0,,Orthodox
Renee Forte,http://ufcstats.com/fighter-details/44bc27bfa76dcd9e,"5' 7""",155 lbs.,"71""",Orthodox,1987-03-27,67.0,155.0,71.0,Orthodox
Renzo Gracie,http://ufcstats.com/fighter-details/aae0897825336b1a,"5' 10""",185 lbs.,--,Orthodox,1967-03-11,70.0,185.0,,Orthodox
Reuben Duran,http://ufcstats.com/fighter-details/4417980b3e798abf,"5' 7""",135 lbs.,"71""",Orthodox,1983-07-02,67.0,135.0,71.0,Orthodox
Rex Holman,http://ufcstats.com/fighter-details/b5ea750025697880,"6' 3""",205 lbs.,--,Southpaw,,75.0,205.0,,Southpaw
Reza Madadi,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1,"5' 11""",155 lbs.,"73""",Orthodox,1978-06-20,71.0,155.0,73.0,Orthodox
Reza Nasri,http://ufcstats.com/fighter-details/d41937647eae9a34,"5' 11""",205 lbs.,--,Orthodox,,71.0,205.0,,Orthodox
Rhys McKee,http://ufcstats.com/fighter-details/f748267c4ab6c127,"6' 2""",170 lbs.,"78""",Orthodox,1995-09-10,74.0,170.0,78.0,Orthodox
Ricardo Abreu,http://ufcstats.com/fighter-details/aa6e591c2a2cdecd,"5' 11""",185 lbs.,--,Orthodox,1984-04-27,71.0,185.0,,Orthodox
Ricardo Almeida,http://ufcstats.com/fighter-details/91186547a7f3f758,"6' 0""",170 lbs.,"74""",Orthodox,1976-11-29,72.0,170.0,74.0,Orthodox
Ricardo Funch,http://ufcstats.com/fighter-details/e9e1acc96536bb4f,"5' 10""",170 lbs.,"74""",Southpaw,1980-08-14,70.0,170.0,74.0,Southpaw
Ricardo Lamas,http://ufcstats.com/fighter-details/3974fa35c917af1d,"5' 8""",145 lbs.,"71""",Orthodox,1982-05-21,68.0,145.0,71.0,Orthodox
Ricardo Ramos,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,"5' 9""",145 lbs.,"72""",Orthodox,1995-08-01,69.0,145.0,72.0,Orthodox
Ricardo Romero,http://ufcstats.com/fighter-details/744e098e065cfdbe,"6' 0""",205 lbs.,"76""",Orthodox,1978-04-15,72.0,205.0,76.0,Orthodox
Ricco Rodriguez,http://ufcstats.com/fighter-details/50cc91ce2982785d,"6' 4""",265 lbs.,--,Orthodox,1977-08-19,76.0,265.0,,Orthodox
Rich Attonito,http://ufcstats.com/fighter-details/210935fd21670f6d,"5' 10""",170 lbs.,"72""",Orthodox,1977-06-16,70.0,170.0,72.0,Orthodox
Rich Clementi,http://ufcstats.com/fighter-details/7d21de9c6d7c98b2,"5' 9""",155 lbs.,"72""",Southpaw,1976-03-31,69.0,155.0,72.0,Southpaw
Rich Franklin,http://ufcstats.com/fighter-details/d897897060f10a3a,"6' 1""",185 lbs.,"76""",Southpaw,1974-10-05,73.0,185.0,76.0,Southpaw
Richard Crunkilton,http://ufcstats.com/fighter-details/22ee260735da0d58,"5' 7""",155 lbs.,--,Orthodox,1979-11-25,67.0,155.0,,Orthodox
Richard Walsh,http://ufcstats.com/fighter-details/303a05a7aa3ff761,"6' 0""",170 lbs.,"73""",Orthodox,1988-12-01,72.0,170.0,73.0,Orthodox
Richardson Moreira,http://ufcstats.com/fighter-details/9147679e1a4ad4a3,"6' 2""",185 lbs.,--,Orthodox,1984-03-31,74.0,185.0,,Orthodox
Richie Hightower,http://ufcstats.com/fighter-details/318e629d1eb7aa49,"5' 8""",170 lbs.,--,Orthodox,1974-11-26,68.0,170.0,,Orthodox
Richie Smullen,http://ufcstats.com/fighter-details/f75c5ca0d91b9115,"5' 9""",155 lbs.,"68""",Orthodox,1991-08-17,69.0,155.0,68.0,Orthodox
Richie Vaculik,http://ufcstats.com/fighter-details/54578e5927adea53,"5' 6""",125 lbs.,"69""",Orthodox,1983-06-19,66.0,125.0,69.0,Orthodox
Rick Davis,http://ufcstats.com/fighter-details/2549d63da9c456cb,"5' 9""",155 lbs.,--,Orthodox,,69.0,155.0,,Orthodox
Rick Story,http://ufcstats.com/fighter-details/5b5307450405abf0,"5' 9""",170 lbs.,"71""",Southpaw,1984-08-28,69.0,170.0,71.0,Southpaw
Ricky Glenn,http://ufcstats.com/fighter-details/814ff3018127e8fc,"6' 0""",170 lbs.,"70""",Southpaw,1989-04-12,72.0,170.0,70.0,Southpaw
Ricky Rainey,http://ufcstats.com/fighter-details/9b1e3fb4f8cbd5b7,"6' 1""",170 lbs.,"77""",Switch,1983-06-29,73.0,170.0,77.0,Switch
Ricky Simon,http://ufcstats.com/fighter-details/5987b2458f4b5290,"5' 6""",135 lbs.,"69""",Orthodox,1992-08-31,66.0,135.0,69.0,Orthodox
Ricky Turcios,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,"5' 9""",145 lbs.,"71""",Orthodox,1993-06-05,69.0,145.0,71.0,Orthodox
Riki Fukuda,http://ufcstats.com/fighter-details/7c35f869033901ae,"6' 0""",185 lbs.,"73""",Southpaw,1981-01-06,72.0,185.0,73.0,Southpaw
Rin Nakai,http://ufcstats.com/fighter-details/f9ae6914f604aa9f,"5' 1""",135 lbs.,--,Orthodox,1986-10-22,61.0,135.0,,Orthodox
Rinat Fakhretdinov,http://ufcstats.com/fighter-details/8f765fd5775a8873,"6' 0""",170 lbs.,"74""",Orthodox,1991-09-28,72.0,170.0,74.0,Orthodox
Rinya Nakamura,http://ufcstats.com/fighter-details/d8c811df0386d5e8,"5' 7""",135 lbs.,"68""",Southpaw,1995-03-23,67.0,135.0,68.0,Southpaw
Rizvan Kuniev,http://ufcstats.com/fighter-details/739fd4fbb5d862f4,"6' 4""",240 lbs.,"76""",Orthodox,1992-03-10,76.0,240.0,76.0,Orthodox
Roan Carneiro,http://ufcstats.com/fighter-details/1c86754617d9813a,"5' 11""",170 lbs.,"76""",Orthodox,1978-06-02,71.0,170.0,76.0,Orthodox
Rob Broughton,http://ufcstats.com/fighter-details/a7d687e6ecb30981,"6' 2""",265 lbs.,"74""",Orthodox,1983-03-03,74.0,265.0,74.0,Orthodox
Rob Emerson,http://ufcstats.com/fighter-details/dc0f07928009a127,"5' 9""",155 lbs.,"70""",Orthodox,1981-07-30,69.0,155.0,70.0,Orthodox
Rob Font,http://ufcstats.com/fighter-details/05339613bf8e9808,"5' 8""",135 lbs.,"71""",Orthodox,1987-06-25,68.0,135.0,71.0,Orthodox
Rob Kimmons,http://ufcstats.com/fighter-details/054defd5420a551f,"5' 10""",185 lbs.,"73""",Orthodox,1981-01-30,70.0,185.0,73.0,Orthodox
Rob MacDonald,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64,"6' 3""",205 lbs.,"78""",Orthodox,1978-09-05,75.0,205.0,78.0,Orthodox
Rob Wilkinson,http://ufcstats.com/fighter-details/826475cc758e60e6,"6' 3""",185 lbs.,"80""",Orthodox,1992-02-22,75.0,185.0,80.0,Orthodox
Rob Yundt,http://ufcstats.com/fighter-details/42078a86d3dd037b,"6' 1""",185 lbs.,--,Orthodox,1980-05-05,73.0,185.0,,Orthodox
Robbie Lawler,http://ufcstats.com/fighter-details/f2925e6db404bf1d,"5' 11""",170 lbs.,"74""",Southpaw,1982-03-20,71.0,170.0,74.0,Southpaw
Robelis Despaigne,http://ufcstats.com/fighter-details/140567899d98978a,"6' 7""",265 lbs.,"84""",Orthodox,1988-09-09,79.0,265.0,84.0,Orthodox
Robert Bryczek,http://ufcstats.com/fighter-details/f96856f9d69fd7e4,"6' 0""",185 lbs.,"75""",Orthodox,1990-07-04,72.0,185.0,75.0,Orthodox
Robert Drysdale,http://ufcstats.com/fighter-details/d2a9be6bf2de624c,"6' 3""",205 lbs.,--,Orthodox,1981-10-05,75.0,205.0,,Orthodox
Robert Lucarelli,http://ufcstats.com/fighter-details/96087e90d900f0ef,"6' 2""",245 lbs.,--,,,74.0,245.0,,
Robert McDaniel,http://ufcstats.com/fighter-details/5cafbc97dba2e797,"6' 3""",185 lbs.,"75""",Southpaw,1983-05-03,75.0,185.0,75.0,Southpaw
Robert Peralta,http://ufcstats.com/fighter-details/960d6cae8879ba2b,"5' 8""",145 lbs.,"71""",Orthodox,1986-03-14,68.0,145.0,71.0,Orthodox
Robert Ruchala,http://ufcstats.com/fighter-details/92aed9d16794f42b,"5' 8""",145 lbs.,"72""",Switch,1998-05-15,68.0,145.0,72.0,Switch
Robert Sanchez,http://ufcstats.com/fighter-details/546f8599a63c29da,"5' 6""",125 lbs.,"66""",Orthodox,1986-03-05,66.0,125.0,66.0,Orthodox
Robert Valentin,http://ufcstats.com/fighter-details/0cd0456d6029cec2,"6' 2""",185 lbs.,"77""",Orthodox,1995-03-31,74.0,185.0,77.0,Orthodox
Robert Whiteford,http://ufcstats.com/fighter-details/1dafccb62a0f98ec,"5' 9""",145 lbs.,"69""",Southpaw,1983-04-12,69.0,145.0,69.0,Southpaw
Robert Whittaker,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,"6' 0""",185 lbs.,"73""",Orthodox,1990-12-20,72.0,185.0,73.0,Orthodox
Roberto Romero,http://ufcstats.com/fighter-details/15ea371202eb25e1,"5' 8""",145 lbs.,"70""",Orthodox,2000-01-30,68.0,145.0,70.0,Orthodox
Roberto Traven,http://ufcstats.com/fighter-details/20ec0061400178ca,"6' 3""",227 lbs.,--,Orthodox,1968-09-16,75.0,227.0,,Orthodox
